region,zone,dealer,source,type,model,grade,color,booking_date,invoice_date,delivery_date,payment_type, sales amount 
Region 6,Zone 12,13121,TestDrive,Car,CLK Coupe,HAB,WHITE,22/8/2022,25/8/2022,2/9/2022,Installment,"5,500,000.00"
Region 6,Zone 13,13112,TestDrive,Car,CLK Coupe,HAB,WHITE,24/6/2022,4/11/2022,4/11/2022,Installment,"5,500,000.00"
Region 6,Zone 12,13142,Chat,Car,CLK Coupe,HAB,BLACK,20/6/2022,30/7/2022,30/7/2022,Cash,"5,500,000.00"
Region 3,Zone 05,20112,Chat,Passenger,SL-Class,BAB,GREY,3/7/2022,25/7/2022,30/7/2022,Cash,"4,100,000.00"
Region 1,Zone 02,10140,Chat,Passenger,SL-Class,BAA,SILVER,21/6/2022,24/6/2022,24/6/2022,Installment,"4,100,000.00"
Region 1,Zone 02,10140,TestDrive,Passenger,SL-Class,BAB,WHITE,19/6/2022,21/8/2022,21/8/2022,Cash,"4,100,000.00"
Region 1,Zone 02,10131,TestDrive,Passenger,SL-Class,BAB,WHITE,19/6/2022,21/8/2022,21/8/2022,Cash,"4,100,000.00"
Region 1,Zone 02,10116,TestDrive,Car,CL500,HAC,WHITE,6/7/2022,24/7/2022,24/7/2022,Cash,"5,000,000.00"
Region 2,Zone 03,10,Website,Passenger,SL-Class,BAD,BLACK,24/6/2022,15/8/2022,15/8/2022,Installment,"4,100,000.00"
Region 2,Zone 03,10122,Line,Car,CL500,HAB,BLACK,24/9/2022,,,Installment,
Region 1,Zone 01,10110,TestDrive,Car,CLK Coupe,HAA,GREY,27/6/2022,25/8/2022,26/8/2022,Installment,"5,500,000.00"
Region 1,Zone 02,16145,Chat,Car,CL500,HAB,WHITE,27/9/2022,,,Installment,
Region 1,Zone 02,10159,TestDrive,Car,CLK Coupe,HAB,BLACK,3/7/2022,30/7/2022,30/7/2022,Installment,"5,500,000.00"
Region 6,Zone 13,13123,Website,Passenger,E-Class,HAA,SILVER,21/6/2022,29/7/2022,29/7/2022,Installment,"4,500,000.00"
Region 1,Zone 01,10129,TestDrive,Passenger,SL-Class,BAA,BLACK,22/6/2022,27/6/2022,27/6/2022,Installment,"4,100,000.00"
Region 3,Zone 05,10137,Chat,Passenger,SL-Class,BAA,GREY,23/9/2022,29/9/2022,27/10/2022,Installment,"4,100,000.00"
Region 3,Zone 05,10146,Chat,Passenger,SL-Class,BAA,GREY,23/9/2022,29/9/2022,27/10/2022,Cash,"4,100,000.00"
Region 2,Zone 03,10148,Website,Passenger,SL-Class,BAA,GREY,23/9/2022,29/9/2022,27/10/2022,Cash,"4,100,000.00"
Region 3,Zone 06,14103,e-Quotation,Passenger,SL-Class,BAA,GREY,23/9/2022,29/9/2022,27/10/2022,Installment,"4,100,000.00"
Region 1,Zone 02,10116,TestDrive,Car,CLK Coupe,HAB,GREY,13/7/2022,,,Installment,
Region 3,Zone 06,10143,Chat,Car,CL500,HAB,GREY,12/9/2022,,,Installment,
Region 3,Zone 06,14103,TestDrive,Car,CL500,HAC,WHITE,11/7/2022,,,Installment,
Region 4,Zone 07,11121,Chat,Car,CLK Coupe,HAB,BLACK,19/6/2022,19/7/2022,19/7/2022,Cash,"5,500,000.00"
Region 2,Zone 03,10148,TestDrive,Passenger,SL-Class,BAA,BLACK,24/6/2022,30/7/2022,30/7/2022,Cash,"4,100,000.00"
Region 3,Zone 06,10149,TestDrive,Car,CLK Coupe,HAB,WHITE,27/6/2022,19/9/2022,19/9/2022,Installment,"5,500,000.00"
Region 5,Zone 09,12124,TestDrive,Car,CL500,HAC,RED-BLACK,7/7/2022,5/8/2022,5/8/2022,Installment,"5,000,000.00"
Region 1,Zone 01,10127,Website,Car,CLK Coupe,HAB,WHITE,22/6/2022,28/7/2022,29/7/2022,Installment,"5,500,000.00"
Region 5,Zone 09,12138,TestDrive,Car,CLK Coupe,HAB,BLACK,18/6/2022,4/7/2022,4/7/2022,Installment,"5,500,000.00"
Region 4,Zone 07,11103,Chat,Car,CLK Coupe,HAA,BLACK,30/6/2022,23/8/2022,23/8/2022,Cash,"5,500,000.00"
Region 4,Zone 08,16110,TestDrive,Passenger,SL-Class,BAB,GREY,17/8/2022,,,Cash,
Region 1,Zone 01,16146,Chat,Car,CLK Coupe,HAA,BLACK,30/6/2022,23/8/2022,23/8/2022,Installment,"5,500,000.00"
Region 2,Zone 03,10106,TestDrive,Car,CLK Coupe,HAB,BLACK,26/8/2022,30/8/2022,3/9/2022,Cash,"5,500,000.00"
Region 1,Zone 02,20109,TestDrive,Car,CLK Coupe,HAB,BLACK,24/7/2022,30/7/2022,1/8/2022,Installment,"5,500,000.00"
Region 2,Zone 03,20106,TestDrive,Car,CLK Coupe,HAB,RED,12/7/2022,,,Installment,
Region 5,Zone 10,12102,Chat,Car,CLK Coupe,HAB,BLACK,21/6/2022,16/7/2022,16/7/2022,Installment,"5,500,000.00"
Region 4,Zone 07,11103,TestDrive,Car,CLK Coupe,HAB,WHITE,25/6/2022,30/9/2022,30/9/2022,Cash,"5,500,000.00"
Region 5,Zone 09,12111,Chat,Car,CLK Coupe,HAB,WHITE,21/6/2022,5/9/2022,5/9/2022,Cash,"5,500,000.00"
Region 1,Zone 02,10155,TestDrive,Car,CL500,HAB,GREY,22/7/2022,29/7/2022,31/7/2022,Installment,"5,000,000.00"
Region 1,Zone 01,10166,TestDrive,Passenger,SL-Class,BAC,WHITE,23/6/2022,,,Cash,
Region 3,Zone 05,10130,TestDrive,Car,CL500,HAC,WHITE,28/6/2022,11/7/2022,11/7/2022,Cash,"5,000,000.00"
Region 3,Zone 06,10115,TestDrive,Passenger,SL-Class,BAA,GREY,3/7/2022,11/8/2022,11/8/2022,Installment,"4,100,000.00"
Region 2,Zone 03,20106,e-Quotation,Car,CLK Coupe,HAB,BLACK,2/7/2022,,,Installment,
Region 6,Zone 13,13123,TestDrive,Car,CLK Coupe,HAA,WHITE,18/6/2022,6/10/2022,6/10/2022,Installment,"5,500,000.00"
Region 2,Zone 04,10164,TestDrive,Car,CL500,HAB,WHITE,18/6/2022,,,,
Region 4,Zone 07,11106,TestDrive,Passenger,SL-Class,BAB,WHITE,1/9/2022,10/9/2022,10/9/2022,,"4,100,000.00"
Region 4,Zone 08,16110,TestDrive,Passenger,SL-Class,BAA,BLACK,18/6/2022,25/7/2022,25/7/2022,,"4,100,000.00"
Region 4,Zone 07,11121,TestDrive,Car,CLK Coupe,HAB,BLACK,25/6/2022,30/7/2022,30/7/2022,,"5,500,000.00"
Region 4,Zone 08,16110,TestDrive,Car,CL500,HAC,WHITE,20/6/2022,,,,
Region 2,Zone 03,20107,TestDrive,Passenger,E-Class,HAB,SILVER,19/7/2022,,,,
Region 3,Zone 06,10143,TestDrive,Car,CL500,HAB,BLACK,18/6/2022,,,,
Region 4,Zone 07,11103,TestDrive,Passenger,SL-Class,BAA,GREY,25/6/2022,12/8/2022,12/8/2022,,"4,100,000.00"
Region 2,Zone 04,10158,TestDrive,Passenger,SL-Class,BAC,GREY,11/7/2022,31/8/2022,5/9/2022,,"4,100,000.00"
Region 4,Zone 07,11138,TestDrive,Car,CLK Coupe,HAB,BLACK,12/7/2022,1/9/2022,1/9/2022,,"5,500,000.00"
Region 3,Zone 06,10115,TestDrive,Car,CLK Coupe,HAB,BLACK,19/6/2022,18/7/2022,25/7/2022,,"5,500,000.00"
Region 1,Zone 02,10153,Chat,Passenger,SL-Class,BAB,GREY,3/7/2022,25/7/2022,30/7/2022,,"4,100,000.00"
Region 4,Zone 07,11103,TestDrive,Car,CLK Coupe,HAB,BLACK,28/6/2022,12/7/2022,12/7/2022,,"5,500,000.00"
Region 2,Zone 04,10162,TestDrive,Car,CLK Coupe,HAB,RED,18/6/2022,15/10/2022,16/10/2022,,"5,500,000.00"
Region 4,Zone 07,11138,TestDrive,Car,CLK Coupe,HAB,BLACK,15/8/2022,,,,
Region 1,Zone 01,10166,TestDrive,Car,CLK Coupe,HAB,WHITE,22/6/2022,30/7/2022,1/8/2022,,"5,500,000.00"
Region 2,Zone 03,10,Website,Passenger,SL-Class,BAA,RED,18/6/2022,29/8/2022,29/8/2022,,"4,100,000.00"
Region 1,Zone 01,10166,TestDrive,Car,CLK Coupe,HAB,WHITE,22/6/2022,30/7/2022,1/8/2022,,"5,500,000.00"
Region 2,Zone 04,10165,TestDrive,Car,CLK Coupe,HAA,SILVER,10/9/2022,,,,
Region 4,Zone 08,16110,TestDrive,Car,CL500,HAA,GREY,7/7/2022,,,,
Region 2,Zone 03,20102,Website,Car,CLK Coupe,HAA,WHITE,24/6/2022,,,,
Region 2,Zone 04,10165,TestDrive,Passenger,SL-Class,BAA,WHITE,18/6/2022,25/8/2022,1/9/2022,,"4,100,000.00"
Region 2,Zone 03,20107,TestDrive,Passenger,SL-Class,BAA,BLACK,20/6/2022,29/6/2022,30/6/2022,,"4,100,000.00"
Region 3,Zone 05,20101,TestDrive,Passenger,SL-Class,BAC,BLACK,18/6/2022,29/8/2022,29/8/2022,,"4,100,000.00"
Region 3,Zone 05,10146,TestDrive,Passenger,SL-Class,BAA,GREY,18/6/2022,27/7/2022,6/8/2022,,"4,100,000.00"
Region 2,Zone 03,10147,TestDrive,Car,CLK Coupe,HAB,WHITE,17/8/2022,22/8/2022,22/8/2022,,"5,500,000.00"
Region 2,Zone 03,20102,TestDrive,Car,CLK Coupe,HAA,WHITE,24/6/2022,,,,
Region 2,Zone 03,10,Website,Car,CL500,HAC,WHITE,18/6/2022,,,,
Region 4,Zone 08,16130,TestDrive,Passenger,SL-Class,BAA,GREY,18/6/2022,27/7/2022,6/8/2022,,"4,100,000.00"
Region 2,Zone 03,10106,TestDrive,Car,CLK Coupe,HAB,WHITE,18/6/2022,,,,
Region 4,Zone 07,11103,TestDrive,Car,CLK Coupe,HAB,WHITE,18/7/2022,28/9/2022,28/9/2022,,"5,500,000.00"
Region 2,Zone 03,20102,TestDrive,Car,CLK Coupe,HAB,WHITE,19/6/2022,,,,
Region 5,Zone 09,12139,TestDrive,Car,CLK Coupe,HAA,WHITE,18/6/2022,20/8/2022,20/8/2022,,"5,500,000.00"
Region 3,Zone 06,10143,TestDrive,Car,CLK Coupe,HAB,GREY,18/6/2022,10/8/2022,11/8/2022,,"5,500,000.00"
Region 3,Zone 06,10149,TestDrive,Car,CL500,HAC,WHITE,20/7/2022,21/7/2022,21/7/2022,,"5,000,000.00"
Region 2,Zone 03,20106,Chat,Car,CLK Coupe,HAA,BLACK,15/7/2022,24/9/2022,24/9/2022,,"5,500,000.00"
Region 2,Zone 03,20106,TestDrive,Car,CLK Coupe,HAB,WHITE,22/6/2022,,,,
Region 2,Zone 03,20106,e-Quotation,Car,CLK Coupe,HAA,BLACK,15/7/2022,24/9/2022,24/9/2022,,"5,500,000.00"
Region 5,Zone 09,12124,TestDrive,Car,CLK Coupe,HAB,WHITE,22/6/2022,24/10/2022,24/10/2022,,"5,500,000.00"
Region 3,Zone 05,10137,TestDrive,Car,CL500,HAC,GREY,20/6/2022,,,,
Region 3,Zone 06,10149,TestDrive,Car,CLK Coupe,HAB,BLACK,21/6/2022,22/7/2022,22/7/2022,,"5,500,000.00"
Region 2,Zone 03,20106,TestDrive,Car,CLK Coupe,HAB,WHITE,30/9/2022,,,,
Region 2,Zone 03,20106,TestDrive,Car,CLK Coupe,HAB,WHITE,21/6/2022,26/7/2022,29/7/2022,,"5,500,000.00"
Region 6,Zone 13,13112,TestDrive,Passenger,SL-Class,BAB,GREY,21/6/2022,1/7/2022,2/7/2022,,"4,100,000.00"
Region 4,Zone 07,11136,TestDrive,Passenger,SL-Class,BAA,BLACK,27/7/2022,4/8/2022,4/8/2022,,"4,100,000.00"
Region 3,Zone 05,10128,Chat,Car,CLK Coupe,HAB,RED,25/8/2022,29/8/2022,5/9/2022,,"5,500,000.00"
Region 3,Zone 06,10112,TestDrive,Car,CLK Coupe,HAB,BLACK,20/6/2022,,,,
Region 2,Zone 03,10,Website,Passenger,SL-Class,BAD,GREY,18/6/2022,29/7/2022,29/7/2022,,"4,100,000.00"
Region 5,Zone 09,12139,TestDrive,Car,CLK Coupe,HAB,WHITE,18/6/2022,30/7/2022,30/7/2022,,"5,500,000.00"
Region 3,Zone 06,10143,TestDrive,Car,CLK Coupe,HAB,GREY,18/6/2022,10/8/2022,11/8/2022,,"5,500,000.00"
Region 2,Zone 03,10,Website,Car,CL500,HAB,GREY,18/6/2022,,,,
Region 3,Zone 05,10146,TestDrive,Car,CLK Coupe,HAB,BLACK,3/7/2022,27/8/2022,27/8/2022,,"5,500,000.00"
Region 3,Zone 05,20104,TestDrive,Car,CLK Coupe,HAB,WHITE,29/6/2022,,,,
Region 3,Zone 05,20112,TestDrive,Car,CLK Coupe,HAB,WHITE,29/6/2022,,,,
Region 3,Zone 05,16135,TestDrive,Car,CLK Coupe,HAB,WHITE,29/6/2022,,,,
Region 5,Zone 09,12107,TestDrive,Car,CLK Coupe,HAB,BLACK,8/8/2022,29/8/2022,29/8/2022,,"5,500,000.00"
Region 4,Zone 08,16125,Chat,Passenger,SL-Class,BAC,GREY,6/8/2022,14/9/2022,14/9/2022,,"4,100,000.00"
Region 2,Zone 03,10136,TestDrive,Passenger,SL-Class,BAA,WHITE,21/6/2022,13/7/2022,13/7/2022,,"4,100,000.00"
Region 5,Zone 10,12137,Website,Car,CLK Coupe,HAA,WHITE,30/7/2022,,,,
Region 6,Zone 13,13117,Chat,Car,CLK Coupe,HAB,WHITE,27/8/2022,,,,
Region 4,Zone 08,16128,TestDrive,Car,CLK Coupe,HAB,WHITE,23/6/2022,29/6/2022,30/6/2022,,"5,500,000.00"
Region 2,Zone 03,10148,TestDrive,Car,CL500,HAC,GREY,26/9/2022,,,,
Region 6,Zone 11,14101,e-Quotation,Car,CL500,HAC,WHITE,22/7/2022,,,,
Region 3,Zone 05,10146,Chat,Passenger,SL-Class,BAA,BLACK,28/6/2022,29/6/2022,29/6/2022,,"4,100,000.00"
Region 6,Zone 12,13121,TestDrive,Car,CLK Coupe,HAB,WHITE,3/9/2022,12/9/2022,12/9/2022,,"5,500,000.00"
Region 4,Zone 08,16110,TestDrive,Car,CLK Coupe,HAA,WHITE,19/7/2022,,,,
Region 2,Zone 03,10122,TestDrive,Car,CLK Coupe,HAA,WHITE,22/6/2022,31/8/2022,31/8/2022,,"5,500,000.00"
Region 4,Zone 08,16101,TestDrive,Car,CL500,HAB,WHITE,16/8/2022,,,,
Region 3,Zone 05,10130,TestDrive,Car,CL500,HAC,WHITE,22/6/2022,,,,
Region 4,Zone 08,16110,TestDrive,Car,CLK Coupe,HAB,WHITE,19/6/2022,8/7/2022,8/7/2022,,"5,500,000.00"
Region 3,Zone 05,10130,TestDrive,Car,CL500,HAC,WHITE,22/6/2022,,,,
Region 2,Zone 03,10106,TestDrive,Car,CLK Coupe,HAB,BLACK,20/6/2022,9/7/2022,9/7/2022,,"5,500,000.00"
Region 3,Zone 06,10126,TestDrive,Car,CLK Coupe,HAA,BLUE,24/6/2022,,,,
Region 2,Zone 03,10122,Chat,Car,CLK Coupe,HAB,BLACK,22/6/2022,,,,
Region 4,Zone 08,16109,e-Quotation,Passenger,SL-Class,BAB,GREY,24/6/2022,23/8/2022,23/8/2022,,"4,100,000.00"
Region 3,Zone 06,10149,TestDrive,Car,CLK Coupe,HAB,BLACK,29/9/2022,,,,
Region 2,Zone 03,20107,Website,Car,CL500,HAB,WHITE,20/6/2022,27/6/2022,30/6/2022,,"5,000,000.00"
Region 4,Zone 08,16140,Chat,Passenger,SL-Class,BAA,WHITE,9/7/2022,30/7/2022,30/7/2022,,"4,100,000.00"
Region 2,Zone 03,10121,Website,Car,CLK Coupe,HAB,WHITE,27/6/2022,8/7/2022,11/7/2022,,"5,500,000.00"
Region 2,Zone 03,10136,TestDrive,Passenger,SL-Class,BAC,GREY,28/7/2022,28/8/2022,28/8/2022,,"4,100,000.00"
Region 4,Zone 07,11124,Chat,Passenger,SL-Class,BAB,WHITE,11/7/2022,1/8/2022,1/8/2022,,"4,100,000.00"
Region 2,Zone 03,10121,TestDrive,Car,CL500,HAC,GREY,13/8/2022,,,,
Region 2,Zone 03,10121,TestDrive,Car,CL500,HAC,GREY,13/8/2022,,,,
Region 1,Zone 01,10127,TestDrive,Car,CLK Coupe,HAB,WHITE,28/6/2022,28/10/2022,29/10/2022,,"5,500,000.00"
Region 2,Zone 03,20102,TestDrive,Car,CLK Coupe,HAB,BLACK,18/10/2022,24/10/2022,24/10/2022,,"5,500,000.00"
Region 2,Zone 03,10136,Chat,Car,CL500,HAC,WHITE,23/6/2022,,,,
Region 4,Zone 07,11106,Chat,Passenger,SL-Class,BAA,WHITE,31/10/2022,31/10/2022,5/11/2022,,"4,100,000.00"
Region 4,Zone 07,11127,TestDrive,Car,CL500,HAC,GREY,27/6/2022,7/7/2022,7/7/2022,,"5,000,000.00"
Region 4,Zone 07,11106,Chat,Passenger,SL-Class,BAA,WHITE,31/10/2022,31/10/2022,5/11/2022,,"4,100,000.00"
Region 6,Zone 11,14117,Chat,Car,CLK Coupe,HAA,SILVER,29/6/2022,10/9/2022,10/9/2022,,"5,500,000.00"
Region 2,Zone 04,10162,TestDrive,Passenger,E-Class,HAB,WHITE,20/8/2022,31/8/2022,31/8/2022,,"4,500,000.00"
Region 2,Zone 03,20106,TestDrive,Car,CLK Coupe,HAB,BLACK,20/6/2022,9/7/2022,11/7/2022,,"5,500,000.00"
Region 2,Zone 04,10158,TestDrive,Car,CLK Coupe,HAB,BLACK,3/10/2022,30/10/2022,31/10/2022,,"5,500,000.00"
Region 2,Zone 03,20106,TestDrive,Car,CL500,HAC,WHITE,19/6/2022,,,,
Region 2,Zone 03,10120,Chat,Car,CL500,HAC,BLACK,5/7/2022,30/7/2022,30/7/2022,,"5,000,000.00"
Region 1,Zone 02,10159,TestDrive,Passenger,SL-Class,BAC,BLACK,25/7/2022,31/7/2022,31/7/2022,,"4,100,000.00"
Region 1,Zone 02,20109,TestDrive,Car,CLK Coupe,HAB,BLACK,5/7/2022,,,,
Region 3,Zone 06,10132,Chat,Passenger,SL-Class,BAB,GREY,1/7/2022,25/10/2022,26/10/2022,,"4,100,000.00"
Region 4,Zone 08,16103,TestDrive,Car,CLK Coupe,HAA,WHITE,30/7/2022,24/8/2022,29/8/2022,,"5,500,000.00"
Region 1,Zone 01,16133,TestDrive,Car,CLK Coupe,HAA,WHITE,30/7/2022,24/8/2022,29/8/2022,,"5,500,000.00"
Region 1,Zone 01,10111,TestDrive,Car,CLK Coupe,HAA,WHITE,30/7/2022,24/8/2022,29/8/2022,,"5,500,000.00"
Region 6,Zone 12,13142,Chat,Passenger,SL-Class,BAA,GREY,22/7/2022,15/9/2022,15/9/2022,,"4,100,000.00"
Region 4,Zone 07,11136,Website,Passenger,SL-Class,BAA,WHITE,19/7/2022,22/10/2022,22/10/2022,,"4,100,000.00"
Region 4,Zone 07,11120,Website,Passenger,SL-Class,BAA,WHITE,19/7/2022,22/10/2022,22/10/2022,,"4,100,000.00"
Region 1,Zone 01,16123,TestDrive,Car,CL500,HAC,BLACK,30/6/2022,16/7/2022,16/7/2022,,"5,000,000.00"
Region 2,Zone 04,14129,Website,Car,CL500,HAC,RED-BLACK,26/6/2022,,,,
Region 4,Zone 08,16115,TestDrive,Car,CLK Coupe,HAB,WHITE,12/7/2022,25/10/2022,26/10/2022,,"5,500,000.00"
Region 3,Zone 05,16117,Chat,Passenger,SL-Class,BAC,WHITE,27/6/2022,,,,
Region 6,Zone 11,14117,TestDrive,Car,CLK Coupe,HAA,BLACK,20/6/2022,15/8/2022,15/8/2022,,"5,500,000.00"
Region 1,Zone 01,10127,Website,Car,CLK Coupe,HAB,WHITE,27/6/2022,8/7/2022,11/7/2022,,"5,500,000.00"
Region 2,Zone 03,10122,Website,Car,CLK Coupe,HAB,WHITE,27/6/2022,8/7/2022,11/7/2022,,"5,500,000.00"
Region 1,Zone 01,16133,Website,Car,CL500,HAC,RED-BLACK,20/6/2022,29/7/2022,29/7/2022,,"5,000,000.00"
Region 6,Zone 13,13124,TestDrive,Car,CLK Coupe,HAB,BLACK,22/6/2022,,,,
Region 3,Zone 06,10126,TestDrive,Car,CLK Coupe,HAB,WHITE,20/6/2022,4/8/2022,13/8/2022,,"5,500,000.00"
Region 4,Zone 08,13129,TestDrive,Car,CLK Coupe,HAB,BLACK,21/6/2022,28/6/2022,28/6/2022,,"5,500,000.00"
Region 6,Zone 12,13137,TestDrive,Car,CL500,HAC,WHITE,29/10/2022,,,,
Region 1,Zone 01,10145,TestDrive,Passenger,SL-Class,BAB,WHITE,7/9/2022,9/9/2022,9/9/2022,,"4,100,000.00"
Region 3,Zone 05,10137,TestDrive,Car,CL500,HAC,WHITE,21/6/2022,,,,
Region 1,Zone 02,10159,TestDrive,Car,CLK Coupe,HAB,BLACK,27/6/2022,,,,
Region 1,Zone 01,10129,Website,Passenger,SL-Class,BAC,SILVER,24/6/2022,,,,
Region 2,Zone 03,10119,TestDrive,Car,CLK Coupe,HAB,BLACK,14/9/2022,,,,
Region 4,Zone 08,16129,TestDrive,Car,CLK Coupe,HAB,GREY,18/8/2022,,,,
Region 3,Zone 05,10128,TestDrive,Car,CLK Coupe,HAB,BLACK,29/7/2022,,,,
Region 2,Zone 03,10104,TestDrive,Car,CLK Coupe,HAB,BLACK,29/7/2022,,,,
Region 4,Zone 07,11106,TestDrive,Car,CLK Coupe,HAB,BLACK,20/6/2022,,,,
Region 6,Zone 11,14101,TestDrive,Passenger,SL-Class,BAC,WHITE,20/6/2022,7/9/2022,7/9/2022,,"4,100,000.00"
Region 2,Zone 03,10,TestDrive,Car,CLK Coupe,HAB,BLACK,28/6/2022,,,,
Region 2,Zone 03,10,Website,Passenger,SL-Class,BAC,SILVER,20/6/2022,29/8/2022,30/8/2022,,"4,100,000.00"
Region 1,Zone 02,10140,TestDrive,Passenger,SL-Class,BAC,SILVER,13/8/2022,28/8/2022,28/8/2022,,"4,100,000.00"
Region 2,Zone 04,10165,Website,Car,CLK Coupe,HAB,WHITE,27/6/2022,8/7/2022,11/7/2022,,"5,500,000.00"
Region 3,Zone 05,20112,Website,Car,CLK Coupe,HAB,WHITE,27/6/2022,8/7/2022,11/7/2022,,"5,500,000.00"
Region 1,Zone 02,10125,TestDrive,Car,CLK Coupe,HAB,WHITE,27/8/2022,,,,
Region 1,Zone 01,10111,Website,Car,CLK Coupe,HAB,WHITE,27/6/2022,8/7/2022,11/7/2022,,"5,500,000.00"
Region 6,Zone 11,14106,TestDrive,Passenger,SL-Class,BAA,GREY,30/7/2022,31/8/2022,31/8/2022,,"4,100,000.00"
Region 6,Zone 11,14117,e-Quotation,Passenger,SL-Class,BAA,GREY,30/7/2022,31/8/2022,31/8/2022,,"4,100,000.00"
Region 3,Zone 06,10126,TestDrive,Car,CLK Coupe,HAB,BLACK,23/6/2022,19/10/2022,27/10/2022,,"5,500,000.00"
Region 1,Zone 01,10145,TestDrive,Car,CL500,HAC,WHITE,21/6/2022,31/8/2022,8/9/2022,,"5,000,000.00"
Region 1,Zone 01,10145,TestDrive,Car,CL500,HAC,WHITE,21/6/2022,31/8/2022,8/9/2022,,"5,000,000.00"
Region 2,Zone 03,10106,TestDrive,Car,CLK Coupe,HAB,WHITE,6/7/2022,11/7/2022,11/7/2022,,"5,500,000.00"
Region 4,Zone 07,11105,TestDrive,Passenger,SL-Class,BAB,WHITE,5/7/2022,,,,
Region 5,Zone 09,12101,TestDrive,Car,CLK Coupe,HAA,WHITE,20/7/2022,22/7/2022,22/7/2022,,"5,500,000.00"
Region 2,Zone 03,10148,e-Quotation,Car,CL500,HAC,WHITE,23/9/2022,,,,
Region 6,Zone 13,13124,TestDrive,Car,CLK Coupe,HAB,BLACK,22/6/2022,,,,
Region 2,Zone 04,10161,TestDrive,Car,CLK Coupe,HAB,WHITE,27/7/2022,1/8/2022,1/8/2022,,"5,500,000.00"
Region 2,Zone 03,10,Website,Passenger,SL-Class,BAB,BLACK,21/6/2022,25/7/2022,25/7/2022,,"4,100,000.00"
Region 3,Zone 05,20112,TestDrive,Car,CLK Coupe,HAB,WHITE,29/10/2022,31/10/2022,31/10/2022,,"5,500,000.00"
Region 4,Zone 07,11137,TestDrive,Passenger,SL-Class,BAA,WHITE,28/6/2022,,,,
Region 2,Zone 04,10162,TestDrive,Passenger,SL-Class,BAA,GREY,12/7/2022,,,,
Region 4,Zone 07,11114,TestDrive,Passenger,SL-Class,BAB,GREY,31/8/2022,4/9/2022,4/9/2022,,"4,100,000.00"
Region 1,Zone 01,16123,Website,Car,CLK Coupe,HAB,WHITE,23/6/2022,29/6/2022,30/6/2022,,"5,500,000.00"
Region 6,Zone 13,13124,Chat,Passenger,SL-Class,BAA,WHITE,30/7/2022,2/9/2022,2/9/2022,,"4,100,000.00"
Region 1,Zone 01,16123,TestDrive,Car,CLK Coupe,HAB,WHITE,23/6/2022,29/6/2022,30/6/2022,,"5,500,000.00"
Region 6,Zone 11,14107,e-Quotation,Car,CLK Coupe,HAB,BLACK,13/7/2022,,,,
Region 6,Zone 11,14117,Chat,Car,CLK Coupe,HAA,SILVER,21/6/2022,,,,
Region 5,Zone 10,12121,e-Quotation,Passenger,SL-Class,BAC,GREY,30/9/2022,30/9/2022,17/10/2022,,"4,100,000.00"
Region 5,Zone 09,12125,TestDrive,Car,CL500,HAB,WHITE,21/7/2022,13/8/2022,13/8/2022,,"5,000,000.00"
Region 4,Zone 07,11124,TestDrive,Car,CLK Coupe,HAB,WHITE,27/6/2022,29/8/2022,29/8/2022,,"5,500,000.00"
Region 6,Zone 12,13121,e-Quotation,Passenger,SL-Class,BAC,RED,26/6/2022,20/8/2022,24/8/2022,,"4,100,000.00"
Region 5,Zone 09,12107,TestDrive,Car,CLK Coupe,HAB,BLACK,8/8/2022,29/8/2022,29/8/2022,,"5,500,000.00"
Region 6,Zone 12,13137,e-Quotation,Passenger,SL-Class,BAC,RED,26/6/2022,20/8/2022,24/8/2022,,"4,100,000.00"
Region 3,Zone 05,20104,TestDrive,Passenger,SL-Class,BAB,GREY,3/7/2022,25/7/2022,30/7/2022,,"4,100,000.00"
Region 5,Zone 09,12101,TestDrive,Car,CLK Coupe,TAA,WHITE,21/6/2022,2/7/2022,2/7/2022,,"5,500,000.00"
Region 2,Zone 03,10,Website,Passenger,E-Class,HAB,GREY,7/7/2022,8/8/2022,8/8/2022,,"4,500,000.00"
Region 4,Zone 08,16126,Chat,Car,CLK Coupe,HAA,BLUE,27/9/2022,,,,
Region 6,Zone 13,13116,TestDrive,Car,CLK Coupe,HAB,GREY,21/6/2022,31/10/2022,31/10/2022,,"5,500,000.00"
Region 2,Zone 03,10,Website,Passenger,SL-Class,BAA,BLACK,17/8/2022,25/8/2022,29/8/2022,,"4,100,000.00"
Region 1,Zone 02,10157,TestDrive,Car,CLK Coupe,HAB,GREY,13/7/2022,,,,
Region 4,Zone 08,16130,TestDrive,Car,CLK Coupe,HAA,SILVER,21/6/2022,25/7/2022,27/7/2022,,"5,500,000.00"
Region 1,Zone 01,16120,TestDrive,Passenger,SL-Class,BAC,GREY,20/8/2022,30/9/2022,10/10/2022,,"4,100,000.00"
Region 4,Zone 08,16136,TestDrive,Car,CLK Coupe,HAB,WHITE,22/6/2022,20/7/2022,20/7/2022,,"5,500,000.00"
Region 3,Zone 06,10126,Chat,Passenger,SL-Class,BAC,GREY,22/6/2022,27/8/2022,29/8/2022,,"4,100,000.00"
Region 2,Zone 03,10119,Chat,Car,CLK Coupe,HAB,WHITE,30/6/2022,22/10/2022,22/10/2022,,"5,500,000.00"
Region 4,Zone 07,11114,TestDrive,Passenger,SL-Class,BAC,WHITE,29/9/2022,,,,
Region 2,Zone 04,14128,TestDrive,Car,CL500,HAB,WHITE,29/6/2022,,,,
